#mu,eb,a_crit
0.200,0.00,0.364
0.220,0.44,0.084
0.010,0.58,0.077
0.230,0.79,0.027
0.080,0.23,0.170
0.230,0.80,0.026
0.210,0.19,0.170
0.110,0.05,0.317
0.220,0.45,0.082
0.140,0.37,0.108
0.001,0.26,0.496
0.180,0.65,0.049
0.070,0.10,0.290
0.120,0.28,0.140
0.030,0.12,0.349
0.130,0.32,0.124
0.010,0.59,0.078
0.170,0.27,0.140
0.180,0.66,0.045
0.160,0.08,0.262
0.090,0.36,0.114
0.210,0.20,0.164
0.050,0.50,0.083
0.180,0.67,0.044
0.240,0.00,0.357
0.220,0.46,0.079
0.140,0.38,0.105
0.170,0.28,0.138
0.180,0.68,0.044
0.090,0.37,0.114
0.130,0.33,0.120
0.220,0.47,0.077
0.250,0.05,0.261
0.010,0.60,0.076
0.080,0.24,0.167
0.110,0.06,0.312
0.120,0.29,0.138
0.180,0.69,0.041
0.210,0.21,0.161
0.050,0.51,0.082
0.140,0.39,0.104
0.240,0.01,0.354
0.070,0.11,0.276
0.200,0.01,0.362
0.170,0.29,0.130
0.040,0.27,0.164
0.030,0.13,0.348
0.160,0.09,0.251
0.220,0.48,0.078
0.180,0.70,0.040
0.130,0.34,0.118
0.140,0.40,0.100
0.090,0.38,0.110
0.001,0.27,0.495
0.180,0.71,0.039
0.010,0.61,0.076
0.080,0.25,0.162
0.120,0.30,0.132
0.050,0.52,0.080
0.180,0.72,0.037
0.040,0.28,0.158
0.250,0.06,0.260
0.240,0.02,0.301
0.110,0.07,0.300
0.220,0.49,0.074
0.210,0.22,0.155
0.170,0.30,0.125
0.180,0.73,0.037
0.140,0.41,0.098
0.010,0.62,0.072
0.200,0.02,0.339
0.070,0.12,0.262
0.090,0.39,0.107
0.050,0.53,0.080
0.120,0.31,0.132
0.220,0.50,0.071
0.130,0.35,0.115
0.030,0.14,0.347
0.160,0.10,0.243
0.240,0.03,0.292
0.040,0.29,0.154
0.180,0.74,0.035
0.010,0.63,0.071
0.080,0.26,0.157
0.220,0.51,0.072
0.001,0.28,0.493
0.170,0.31,0.126
0.050,0.54,0.076
0.090,0.40,0.104
0.140,0.42,0.095
0.180,0.75,0.033
0.010,0.64,0.068
0.070,0.13,0.255
0.110,0.08,0.283
0.120,0.32,0.124
0.220,0.52,0.068
0.130,0.36,0.110
0.050,0.55,0.074
0.250,0.07,0.239
0.200,0.03,0.300
0.240,0.04,0.290
0.160,0.11,0.231
0.210,0.23,0.151
0.180,0.76,0.032
0.010,0.65,0.069
0.220,0.53,0.067
0.090,0.41,0.103
0.080,0.27,0.154
0.040,0.30,0.153
0.170,0.32,0.120
0.140,0.43,0.093
0.030,0.15,0.255
0.180,0.77,0.030
0.210,0.24,0.145
0.180,0.78,0.029
0.050,0.56,0.072
0.120,0.33,0.121
0.070,0.14,0.240
0.250,0.08,0.238
0.090,0.42,0.102
0.180,0.79,0.028
0.010,0.66,0.069
0.001,0.29,0.492
0.220,0.54,0.064
0.130,0.37,0.107
0.200,0.04,0.294
0.050,0.57,0.070
0.140,0.44,0.091
0.040,0.31,0.148
0.080,0.28,0.145
0.210,0.25,0.143
0.170,0.33,0.115
0.240,0.05,0.263
0.180,0.80,0.026
0.220,0.55,0.063
0.120,0.34,0.119
0.110,0.09,0.276
0.010,0.67,0.063
0.050,0.58,0.067
0.160,0.12,0.227
0.090,0.43,0.096
0.140,0.45,0.084
0.250,0.09,0.222
0.240,0.06,0.260
0.220,0.56,0.063
0.210,0.26,0.139
0.030,0.16,0.245
0.010,0.68,0.065
0.130,0.38,0.105
0.090,0.44,0.097
0.001,0.30,0.468
0.070,0.15,0.236
0.220,0.57,0.059
0.200,0.05,0.271
0.250,0.10,0.218
0.140,0.46,0.085
0.080,0.29,0.144
0.040,0.32,0.144
0.050,0.59,0.065
0.240,0.07,0.242
0.210,0.27,0.134
0.120,0.35,0.116
0.220,0.58,0.058
0.190,0.00,0.366
0.110,0.10,0.257
0.170,0.34,0.113
0.090,0.45,0.093
0.220,0.59,0.056
0.240,0.08,0.236
0.050,0.60,0.062
0.160,0.13,0.214
0.220,0.60,0.054
0.130,0.39,0.102
0.040,0.33,0.140
0.140,0.47,0.082
0.010,0.69,0.064
0.170,0.35,0.111
0.030,0.17,0.237
0.090,0.46,0.090
0.120,0.36,0.111
0.080,0.30,0.138
0.210,0.28,0.130
0.220,0.61,0.052
0.200,0.06,0.267
0.070,0.16,0.223
0.250,0.11,0.207
0.110,0.11,0.256
0.240,0.09,0.223
0.050,0.61,0.061
0.190,0.01,0.364
0.001,0.31,0.467
0.040,0.34,0.135
0.090,0.47,0.087
0.130,0.40,0.101
0.220,0.62,0.051
0.160,0.14,0.209
0.140,0.48,0.080
0.120,0.37,0.112
0.050,0.62,0.060
0.010,0.70,0.063
0.210,0.29,0.127
0.080,0.31,0.135
0.220,0.63,0.049
0.040,0.35,0.132
0.220,0.64,0.048
0.240,0.10,0.221
0.120,0.38,0.106
0.050,0.63,0.056
0.110,0.12,0.243
0.090,0.48,0.085
0.010,0.71,0.060
0.250,0.12,0.202
0.140,0.49,0.078
0.170,0.36,0.109
0.210,0.30,0.123
0.160,0.15,0.205
0.190,0.02,0.342
0.070,0.17,0.214
0.130,0.41,0.097
0.220,0.65,0.048
0.030,0.18,0.227
0.050,0.64,0.054
0.040,0.36,0.127
0.080,0.32,0.131
0.010,0.72,0.062
0.140,0.50,0.077
0.210,0.31,0.119
0.200,0.07,0.246
0.090,0.49,0.082
0.220,0.66,0.045
0.250,0.13,0.198
0.050,0.65,0.052
0.120,0.39,0.105
0.110,0.13,0.235
0.210,0.32,0.117
0.220,0.67,0.044
0.050,0.66,0.052
0.010,0.73,0.059
0.240,0.11,0.213
0.080,0.33,0.130
0.220,0.68,0.043
0.001,0.32,0.425
0.130,0.42,0.094
0.160,0.16,0.200
0.190,0.03,0.303
0.030,0.19,0.219
0.010,0.74,0.056
0.090,0.50,0.082
0.040,0.37,0.129
0.050,0.67,0.050
0.210,0.33,0.115
0.240,0.12,0.205
0.170,0.37,0.105
0.220,0.69,0.040
0.200,0.08,0.246
0.250,0.14,0.193
0.140,0.51,0.072
0.130,0.43,0.093
0.220,0.70,0.039
0.010,0.75,0.056
0.050,0.68,0.047
0.210,0.34,0.110
0.120,0.40,0.102
0.040,0.38,0.122
0.080,0.34,0.126
0.090,0.51,0.082
0.070,0.18,0.208
0.160,0.17,0.189
0.030,0.20,0.211
0.220,0.71,0.038
0.050,0.69,0.045
0.140,0.52,0.073
0.110,0.14,0.227
0.130,0.44,0.090
0.200,0.09,0.241
0.090,0.52,0.076
0.240,0.13,0.199
0.220,0.72,0.036
0.190,0.04,0.299
0.010,0.76,0.053
0.050,0.70,0.044
0.040,0.39,0.122
0.210,0.35,0.106
0.170,0.38,0.103
0.220,0.73,0.036
0.050,0.71,0.044
0.160,0.18,0.186
0.140,0.53,0.071
0.120,0.41,0.097
0.001,0.33,0.467
0.050,0.72,0.041
0.130,0.45,0.088
0.010,0.77,0.052
0.210,0.36,0.104
0.200,0.10,0.227
0.090,0.53,0.074
0.050,0.73,0.039
0.080,0.35,0.119
0.140,0.54,0.068
0.070,0.19,0.205
0.110,0.15,0.217
0.240,0.14,0.194
0.010,0.78,0.051
0.170,0.39,0.099
0.050,0.74,0.039
0.250,0.37,0.101
0.210,0.37,0.101
0.160,0.19,0.181
0.040,0.40,0.113
0.190,0.05,0.272
0.030,0.21,0.206
0.130,0.46,0.086
0.090,0.54,0.073
0.140,0.55,0.067
0.200,0.11,0.225
0.250,0.38,0.096
0.050,0.75,0.036
0.080,0.36,0.118
0.120,0.42,0.096
0.010,0.79,0.050
0.250,0.15,0.186
0.250,0.39,0.094
0.010,0.80,0.048
0.050,0.76,0.036
0.140,0.56,0.064
0.090,0.55,0.071
0.001,0.34,0.415
0.040,0.41,0.116
0.160,0.20,0.174
0.080,0.37,0.117
0.170,0.40,0.097
0.110,0.16,0.209
0.200,0.12,0.218
0.260,0.59,0.054
0.130,0.47,0.084
0.250,0.40,0.092
0.050,0.77,0.034
0.190,0.06,0.271
0.210,0.38,0.098
0.090,0.56,0.069
0.260,0.60,0.053
0.250,0.41,0.090
0.040,0.42,0.108
0.130,0.48,0.080
0.030,0.22,0.196
0.070,0.20,0.193
0.260,0.61,0.052
0.120,0.43,0.093
0.210,0.39,0.097
0.200,0.13,0.210
0.170,0.41,0.095
0.160,0.21,0.168
0.140,0.57,0.063
0.250,0.42,0.087
0.250,0.16,0.178
0.260,0.62,0.050
0.080,0.38,0.111
0.050,0.78,0.032
0.260,0.63,0.048
0.090,0.57,0.065
0.250,0.43,0.086
0.260,0.64,0.048
0.210,0.40,0.093
0.140,0.58,0.062
0.050,0.79,0.031
0.260,0.65,0.045
0.130,0.49,0.079
0.090,0.58,0.063
0.120,0.44,0.092
0.250,0.44,0.083
0.050,0.80,0.030
0.250,0.17,0.175
0.210,0.41,0.092
0.040,0.43,0.106
0.260,0.66,0.044
0.190,0.07,0.261
0.080,0.39,0.110
0.140,0.59,0.059
0.170,0.42,0.093
0.090,0.59,0.062
0.200,0.14,0.205
0.160,0.22,0.162
0.001,0.35,0.412
0.070,0.21,0.190
0.130,0.50,0.079
0.030,0.23,0.192
0.110,0.17,0.204
0.260,0.67,0.043
0.250,0.45,0.080
0.020,0.00,0.599
0.210,0.42,0.089
0.260,0.68,0.041
0.120,0.45,0.089
0.090,0.60,0.062
0.250,0.46,0.078
0.140,0.60,0.056
0.040,0.44,0.101
0.260,0.69,0.039
0.170,0.43,0.089
0.160,0.23,0.159
0.210,0.43,0.087
0.260,0.70,0.038
0.250,0.47,0.077
0.080,0.40,0.105
0.130,0.51,0.074
0.200,0.15,0.196
0.090,0.61,0.059
0.250,0.48,0.075
0.040,0.45,0.098
0.120,0.46,0.085
0.170,0.44,0.086
0.090,0.62,0.057
0.130,0.52,0.073
0.110,0.18,0.199
0.250,0.49,0.071
0.030,0.24,0.186
0.260,0.71,0.036
0.060,0.00,0.440
0.090,0.63,0.056
0.250,0.18,0.169
0.280,0.00,0.350
0.210,0.44,0.083
0.160,0.24,0.154
0.070,0.22,0.181
0.260,0.72,0.035
0.080,0.41,0.105
0.040,0.46,0.095
0.140,0.61,0.056
0.001,0.36,0.410
0.090,0.64,0.054
0.170,0.45,0.085
0.200,0.16,0.191
0.250,0.50,0.071
0.130,0.53,0.071
0.260,0.73,0.035
0.110,0.19,0.187
0.090,0.65,0.052
0.120,0.47,0.083
0.260,0.74,0.033
0.250,0.51,0.068
0.020,0.01,0.598
0.210,0.45,0.082
0.030,0.25,0.182
0.170,0.46,0.083
0.130,0.54,0.069
0.250,0.52,0.066
0.260,0.75,0.033
0.250,0.19,0.165
0.090,0.66,0.050
0.160,0.25,0.149
0.070,0.23,0.178
0.260,0.76,0.031
0.140,0.62,0.054
0.210,0.46,0.080
0.110,0.20,0.183
0.080,0.42,0.102
0.250,0.53,0.066
0.200,0.17,0.181
0.120,0.48,0.082
0.090,0.67,0.048
0.280,0.01,0.347
0.040,0.47,0.096
0.260,0.77,0.030
0.060,0.01,0.440
0.260,0.78,0.028
0.130,0.55,0.068
0.090,0.68,0.046
0.250,0.54,0.063
0.170,0.47,0.080
0.210,0.47,0.079
0.160,0.26,0.144
0.120,0.49,0.081
0.260,0.79,0.026
0.001,0.37,0.411
0.130,0.56,0.065
0.090,0.69,0.045
0.260,0.80,0.025
0.250,0.55,0.062
0.250,0.20,0.157
0.200,0.18,0.177
0.140,0.63,0.053
0.080,0.43,0.099
0.210,0.48,0.075
0.030,0.26,0.176
0.090,0.70,0.042
0.170,0.48,0.079
0.250,0.56,0.060
0.040,0.48,0.092
0.160,0.27,0.140
0.110,0.21,0.177
0.120,0.50,0.080
0.130,0.57,0.063
0.210,0.49,0.074
0.250,0.21,0.152
0.070,0.24,0.171
0.090,0.71,0.041
0.250,0.57,0.059
0.170,0.49,0.077
0.200,0.19,0.174
0.210,0.50,0.072
0.090,0.72,0.039
0.020,0.02,0.597
0.130,0.58,0.063
0.160,0.28,0.136
0.080,0.44,0.096
0.140,0.64,0.050
0.170,0.50,0.074
0.040,0.49,0.088
0.090,0.73,0.038
0.280,0.02,0.323
0.030,0.27,0.170
0.120,0.51,0.076
0.210,0.51,0.069
0.130,0.59,0.060
0.270,0.00,0.351
0.170,0.51,0.073
0.110,0.22,0.171
0.080,0.45,0.095
0.001,0.38,0.408
0.250,0.22,0.152
0.090,0.74,0.036
0.160,0.29,0.132
0.040,0.50,0.087
0.060,0.02,0.438
0.200,0.20,0.166
0.070,0.25,0.163
0.090,0.75,0.035
0.140,0.65,0.049
0.290,0.22,0.142
0.090,0.76,0.033
0.170,0.52,0.071
0.120,0.52,0.074
0.140,0.66,0.048
0.130,0.60,0.059
0.090,0.77,0.031
0.040,0.51,0.086
0.170,0.53,0.070
0.200,0.21,0.161
0.280,0.03,0.285
0.250,0.23,0.143
0.160,0.30,0.130
0.120,0.53,0.073
0.090,0.78,0.030
0.080,0.46,0.090
0.130,0.61,0.056
0.110,0.23,0.165
0.270,0.01,0.348
0.290,0.23,0.141
0.020,0.03,0.521
0.070,0.26,0.159
0.030,0.28,0.167
0.090,0.79,0.029
0.130,0.62,0.054
0.250,0.58,0.056
0.170,0.54,0.066
0.140,0.67,0.046
0.040,0.52,0.083
0.160,0.31,0.128
0.080,0.47,0.088
0.120,0.54,0.069
0.290,0.24,0.137
0.060,0.03,0.433
0.090,0.80,0.027
0.001,0.39,0.404
0.140,0.68,0.045
0.130,0.63,0.052
0.250,0.59,0.055
0.200,0.22,0.157
0.110,0.24,0.162
0.280,0.04,0.283
0.270,0.02,0.294
0.250,0.24,0.143
0.070,0.27,0.153
0.120,0.55,0.067
0.140,0.69,0.043
0.040,0.53,0.080
0.170,0.55,0.064
0.080,0.48,0.087
0.290,0.25,0.134
0.250,0.60,0.055
0.130,0.64,0.051
0.030,0.29,0.161
0.160,0.32,0.121
0.120,0.56,0.068
0.130,0.65,0.050
0.170,0.56,0.066
0.250,0.61,0.051
0.110,0.25,0.154
0.140,0.70,0.042
0.290,0.26,0.129
0.200,0.23,0.151
0.130,0.66,0.048
0.070,0.28,0.149
0.040,0.54,0.077
0.120,0.57,0.063
0.250,0.62,0.050
0.080,0.49,0.085
0.140,0.71,0.040
0.020,0.04,0.518
0.160,0.33,0.116
0.030,0.30,0.155
0.170,0.57,0.060
0.270,0.03,0.286
0.250,0.25,0.136
0.280,0.05,0.256
0.060,0.04,0.416
0.290,0.27,0.124
0.250,0.63,0.050
0.100,0.00,0.423
0.001,0.40,0.404
0.130,0.67,0.047
0.080,0.50,0.080
0.140,0.72,0.039
0.120,0.58,0.062
0.200,0.24,0.146
0.170,0.58,0.058
0.250,0.64,0.046
0.110,0.26,0.151
0.130,0.68,0.046
0.120,0.59,0.060
0.250,0.65,0.045
0.040,0.55,0.075
0.080,0.51,0.079
0.160,0.34,0.114
0.140,0.73,0.037
0.200,0.25,0.144
0.030,0.31,0.155
0.250,0.66,0.044
0.170,0.59,0.059
0.130,0.69,0.043
0.070,0.29,0.149
0.080,0.52,0.076
0.270,0.04,0.284
0.140,0.74,0.035
0.130,0.70,0.042
0.170,0.60,0.056
0.250,0.67,0.044
0.250,0.26,0.134
0.200,0.26,0.138
0.250,0.68,0.041
0.140,0.75,0.034
0.300,0.45,0.078
0.130,0.71,0.041
0.100,0.01,0.416
0.170,0.61,0.054
0.160,0.35,0.111
0.040,0.56,0.072
0.290,0.28,0.124
0.250,0.27,0.130
0.140,0.76,0.032
0.110,0.27,0.148
0.080,0.53,0.076
0.280,0.06,0.256
0.070,0.30,0.144
0.270,0.05,0.258
0.060,0.05,0.413
0.130,0.72,0.039
0.300,0.46,0.076
0.170,0.62,0.053
0.250,0.69,0.041
0.140,0.77,0.031
0.040,0.57,0.070
0.170,0.63,0.051
0.001,0.41,0.387
0.080,0.54,0.072
0.250,0.70,0.038
0.130,0.73,0.037
0.300,0.47,0.074
0.250,0.28,0.126
0.030,0.32,0.150
0.200,0.27,0.135
0.070,0.31,0.138
0.290,0.29,0.118
0.110,0.28,0.144
0.250,0.71,0.037
0.170,0.64,0.051
0.130,0.74,0.036
0.160,0.36,0.110
0.270,0.06,0.257
0.020,0.05,0.517
0.300,0.48,0.073
0.040,0.58,0.067
0.080,0.55,0.071
0.250,0.72,0.035
0.100,0.02,0.413
0.250,0.29,0.123
0.290,0.30,0.117
0.280,0.07,0.255
0.300,0.49,0.070
0.130,0.75,0.034
0.080,0.56,0.070
0.060,0.06,0.375
0.140,0.78,0.029
0.170,0.65,0.047
0.300,0.50,0.068
0.140,0.79,0.027
0.160,0.37,0.106
0.040,0.59,0.065
0.110,0.29,0.139
0.130,0.76,0.032
0.250,0.73,0.034
0.300,0.51,0.066
0.170,0.66,0.047
0.070,0.32,0.134
0.130,0.77,0.030
0.140,0.80,0.026
0.290,0.31,0.112
0.030,0.33,0.148
0.300,0.52,0.065
0.080,0.57,0.068
0.270,0.07,0.256
0.130,0.78,0.030
0.250,0.30,0.119
0.250,0.74,0.033
0.280,0.08,0.233
0.001,0.42,0.378
0.310,0.67,0.042
0.300,0.53,0.063
0.100,0.03,0.365
0.130,0.79,0.028
0.310,0.68,0.040
0.200,0.28,0.130
0.300,0.54,0.063
0.080,0.58,0.066
0.290,0.32,0.109
0.070,0.33,0.129
0.250,0.75,0.033
0.130,0.80,0.027
0.020,0.06,0.448
0.040,0.60,0.063
0.160,0.38,0.104
0.110,0.30,0.134
0.310,0.69,0.039
0.300,0.55,0.058
0.250,0.76,0.031
0.250,0.31,0.116
0.250,0.77,0.030
0.290,0.33,0.107
0.310,0.70,0.037
0.300,0.56,0.058
0.200,0.29,0.128
0.040,0.61,0.061
0.270,0.08,0.233
0.250,0.78,0.028
0.070,0.34,0.126
0.160,0.39,0.100
0.300,0.57,0.057
0.250,0.79,0.027
0.080,0.59,0.062
0.310,0.71,0.036
0.280,0.09,0.218
0.030,0.34,0.143
0.110,0.31,0.129
0.300,0.58,0.054
0.250,0.80,0.025
0.310,0.72,0.034
0.100,0.04,0.352
0.300,0.59,0.054
0.160,0.40,0.097
0.310,0.73,0.034
0.250,0.32,0.113
0.060,0.07,0.353
0.290,0.34,0.103
0.070,0.35,0.123
0.080,0.60,0.059
0.310,0.74,0.031
0.300,0.60,0.051
0.001,0.43,0.386
0.150,0.00,0.374
0.020,0.07,0.446
0.140,0.00,0.374
0.040,0.62,0.060
0.300,0.61,0.050
0.270,0.09,0.219
0.310,0.75,0.031
0.110,0.32,0.127
0.300,0.62,0.049
0.290,0.35,0.102
0.160,0.41,0.094
0.310,0.76,0.030
0.030,0.35,0.136
0.070,0.36,0.122
0.080,0.61,0.060
0.300,0.63,0.048
0.330,0.08,0.228
0.340,0.30,0.112
0.310,0.77,0.027
0.250,0.33,0.109
0.040,0.63,0.059
0.100,0.05,0.345
0.280,0.10,0.214
0.290,0.36,0.100
0.310,0.78,0.028
0.310,0.79,0.026
0.300,0.64,0.045
0.290,0.37,0.095
0.160,0.42,0.092
0.300,0.65,0.044
0.080,0.62,0.058
0.260,0.00,0.354
0.070,0.37,0.118
0.290,0.38,0.093
0.270,0.10,0.216
0.310,0.80,0.024
0.040,0.64,0.055
0.300,0.66,0.043
0.250,0.34,0.106
0.001,0.44,0.357
0.110,0.33,0.124
0.060,0.08,0.349
0.030,0.36,0.134
0.300,0.67,0.041
0.290,0.39,0.092
0.160,0.43,0.092
0.340,0.31,0.109
0.280,0.11,0.204
0.020,0.08,0.445
0.040,0.65,0.054
0.070,0.38,0.116
0.330,0.09,0.227
0.300,0.68,0.040
0.100,0.06,0.318
0.290,0.40,0.089
0.300,0.69,0.039
0.260,0.01,0.350
0.250,0.35,0.104
0.320,0.00,0.341
0.270,0.11,0.204
0.290,0.41,0.087
0.340,0.32,0.105
0.300,0.70,0.037
0.040,0.66,0.051
0.160,0.44,0.087
0.110,0.34,0.117
0.300,0.71,0.036
0.080,0.63,0.056
0.001,0.45,0.352
0.290,0.42,0.085
0.070,0.39,0.113
0.280,0.12,0.198
0.300,0.72,0.034
0.290,0.43,0.082
0.350,0.52,0.063
0.040,0.67,0.049
0.340,0.33,0.103
0.250,0.36,0.101
0.030,0.37,0.131
0.110,0.35,0.117
0.330,0.10,0.226
0.080,0.64,0.054
0.100,0.07,0.306
0.020,0.09,0.439
0.070,0.40,0.109
0.060,0.09,0.345
0.290,0.44,0.080
0.360,0.74,0.031
0.350,0.53,0.061
0.300,0.73,0.034
0.270,0.12,0.203
0.150,0.01,0.372
0.340,0.34,0.101
0.260,0.02,0.327
0.040,0.68,0.048
0.080,0.65,0.052
0.300,0.74,0.033
0.110,0.36,0.114
0.360,0.75,0.030
0.001,0.46,0.351
0.320,0.01,0.335
0.300,0.75,0.031
0.030,0.38,0.127
0.040,0.69,0.047
0.290,0.45,0.078
0.300,0.76,0.029
0.280,0.13,0.191
0.360,0.76,0.028
0.300,0.77,0.028
0.080,0.66,0.050
0.340,0.35,0.098
0.270,0.13,0.192
0.290,0.46,0.076
0.380,0.15,0.169
0.300,0.78,0.028
0.350,0.54,0.059
0.360,0.77,0.027
0.300,0.79,0.026
0.040,0.70,0.045
0.100,0.08,0.299
0.300,0.80,0.025
0.080,0.67,0.048
0.330,0.11,0.209
0.070,0.41,0.104
0.360,0.78,0.026
0.290,0.47,0.073
0.350,0.55,0.057
0.260,0.03,0.288
0.040,0.71,0.043
0.360,0.79,0.026
0.320,0.02,0.322
0.080,0.68,0.046
0.020,0.10,0.439
0.001,0.47,0.334
0.360,0.80,0.024
0.030,0.39,0.123
0.340,0.36,0.097
0.070,0.42,0.103
0.040,0.72,0.043
0.290,0.48,0.072
0.350,0.56,0.055
0.080,0.69,0.044
0.060,0.10,0.305
0.270,0.14,0.187
0.380,0.16,0.162
0.350,0.57,0.054
0.150,0.02,0.366
0.280,0.14,0.183
0.040,0.73,0.040
0.350,0.58,0.053
0.290,0.49,0.070
0.310,0.00,0.342
0.040,0.74,0.039
0.080,0.70,0.043
0.340,0.37,0.093
0.290,0.50,0.068
0.040,0.75,0.038
0.370,0.00,0.330
0.100,0.09,0.280
0.320,0.03,0.280
0.350,0.59,0.052
0.080,0.71,0.041
0.330,0.12,0.195
0.290,0.51,0.066
0.260,0.04,0.285
0.380,0.17,0.157
0.070,0.43,0.100
0.030,0.40,0.118
0.340,0.38,0.090
0.080,0.72,0.039
0.040,0.76,0.037
0.290,0.52,0.065
0.310,0.01,0.338
0.350,0.60,0.050
0.060,0.11,0.287
0.350,0.61,0.049
0.001,0.48,0.307
0.340,0.39,0.089
0.290,0.53,0.065
0.270,0.15,0.181
0.280,0.15,0.178
0.030,0.41,0.116
0.150,0.03,0.340
0.320,0.04,0.278
0.350,0.62,0.047
0.290,0.54,0.061
0.040,0.77,0.035
0.340,0.40,0.085
0.350,0.63,0.045
0.380,0.18,0.151
0.370,0.01,0.323
0.290,0.55,0.061
0.020,0.11,0.438
0.330,0.13,0.184
0.340,0.41,0.086
0.310,0.02,0.288
0.040,0.78,0.035
0.350,0.64,0.044
0.270,0.16,0.176
0.260,0.05,0.260
0.290,0.56,0.058
0.350,0.65,0.043
0.100,0.10,0.271
0.350,0.66,0.042
0.030,0.42,0.113
0.280,0.16,0.173
0.290,0.57,0.056
0.350,0.67,0.040
0.040,0.79,0.033
0.001,0.49,0.308
0.340,0.42,0.081
0.320,0.05,0.251
0.270,0.17,0.172
0.150,0.04,0.309
0.070,0.44,0.097
0.380,0.19,0.145
0.040,0.80,0.032
0.060,0.12,0.271
0.330,0.14,0.177
0.370,0.02,0.275
0.290,0.58,0.056
0.080,0.73,0.038
0.260,0.06,0.239
0.100,0.11,0.259
0.290,0.59,0.053
0.280,0.17,0.168
0.030,0.43,0.106
0.350,0.68,0.039
0.290,0.60,0.052
0.270,0.18,0.163
0.350,0.69,0.038
0.310,0.03,0.280
0.380,0.20,0.142
0.390,0.37,0.089
0.290,0.61,0.050
0.330,0.15,0.175
0.340,0.43,0.079
0.350,0.70,0.037
0.280,0.18,0.164
0.070,0.45,0.094
0.290,0.62,0.049
0.370,0.03,0.273
0.001,0.50,0.296
0.320,0.06,0.250
0.390,0.38,0.088
0.290,0.63,0.049
0.350,0.71,0.035
0.350,0.72,0.034
0.150,0.05,0.304
0.350,0.73,0.033
0.020,0.12,0.422
0.380,0.21,0.138
0.100,0.12,0.251
0.290,0.64,0.046
0.060,0.13,0.259
0.070,0.46,0.092
0.390,0.39,0.085
0.350,0.74,0.031
0.030,0.44,0.105
0.290,0.65,0.044
0.340,0.44,0.079
0.280,0.19,0.159
0.320,0.07,0.250
0.350,0.75,0.030
0.310,0.04,0.280
0.270,0.19,0.160
0.290,0.66,0.044
0.260,0.07,0.238
0.330,0.16,0.166
0.370,0.04,0.272
0.380,0.22,0.134
0.001,0.51,0.277
0.050,0.00,0.510
0.290,0.67,0.041
0.350,0.76,0.028
0.390,0.40,0.082
0.290,0.68,0.041
0.350,0.77,0.028
0.340,0.45,0.077
0.350,0.78,0.027
0.290,0.69,0.039
0.030,0.45,0.104
0.280,0.20,0.155
0.150,0.06,0.278
0.350,0.79,0.026
0.270,0.20,0.155
0.290,0.70,0.038
0.100,0.13,0.237
0.350,0.80,0.024
0.340,0.46,0.074
0.390,0.41,0.082
0.290,0.71,0.037
0.370,0.05,0.244
0.020,0.13,0.414
0.070,0.47,0.090
0.380,0.23,0.130
0.290,0.72,0.035
0.340,0.47,0.073
0.290,0.73,0.033
0.030,0.46,0.102
0.290,0.74,0.032
0.270,0.21,0.153
0.280,0.21,0.149
0.290,0.75,0.031
0.340,0.48,0.070
0.060,0.14,0.248
0.070,0.48,0.089
0.390,0.42,0.079
0.260,0.08,0.235
0.380,0.24,0.127
0.290,0.76,0.031
0.001,0.52,0.277
0.310,0.05,0.253
0.050,0.01,0.444
0.150,0.07,0.277
0.330,0.17,0.163
0.370,0.06,0.244
0.360,0.00,0.328
0.320,0.08,0.228
0.100,0.14,0.233
0.270,0.22,0.149
0.290,0.77,0.029
0.340,0.49,0.068
0.290,0.78,0.028
0.020,0.14,0.413
0.070,0.49,0.084
0.290,0.79,0.026
0.280,0.22,0.148
0.030,0.47,0.098
0.390,0.43,0.077
0.290,0.80,0.025
0.270,0.23,0.142
0.340,0.50,0.066
0.400,0.59,0.051
0.070,0.50,0.085
0.280,0.23,0.143
0.370,0.07,0.242
0.360,0.01,0.329
0.340,0.51,0.065
0.400,0.60,0.049
0.390,0.44,0.077
0.310,0.06,0.252
0.330,0.18,0.159
0.320,0.09,0.227
0.070,0.51,0.079
0.030,0.48,0.094
0.270,0.24,0.139
0.150,0.08,0.265
0.260,0.09,0.220
0.001,0.53,0.268
0.060,0.15,0.238
0.340,0.52,0.064
0.280,0.24,0.139
0.400,0.61,0.047
0.050,0.02,0.442
0.300,0.00,0.345
0.020,0.15,0.347
0.390,0.45,0.074
0.360,0.02,0.278
0.270,0.25,0.136
0.340,0.53,0.061
0.370,0.08,0.242
0.400,0.62,0.045
0.310,0.07,0.251
0.340,0.54,0.059
0.280,0.25,0.135
0.390,0.46,0.071
0.400,0.63,0.044
0.260,0.10,0.212
0.320,0.10,0.209
0.340,0.55,0.057
0.150,0.09,0.252
0.030,0.49,0.092
0.330,0.19,0.153
0.400,0.64,0.043
0.300,0.01,0.342
0.390,0.47,0.069
0.340,0.56,0.057
0.280,0.26,0.130
0.060,0.16,0.229
0.360,0.03,0.274
0.370,0.09,0.222
0.020,0.16,0.258
0.310,0.08,0.230
0.340,0.57,0.055
0.400,0.65,0.041
0.390,0.48,0.069
0.270,0.26,0.132
0.030,0.50,0.090
0.420,0.00,0.303
0.400,0.66,0.041
0.320,0.11,0.197
0.340,0.58,0.055
0.300,0.02,0.324
0.050,0.03,0.436
0.280,0.27,0.126
0.001,0.54,0.268
